GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000100722	14	89029253	89079853	137	30	394580	0.34448	0.36524	ZC3H14
ENSG00000165521	14	89078775	89259096	472	39	411859	0.57275	0.28341	EML5
ENSG00000165533	14	89290497	89344335	158	29	419255	1.2704	0.10197	TTC8
ENSG00000053254	14	89591215	90085493	1756	211	362790	-0.12494	0.54972	FOXN3
ENSG00000258792	14	90095265	90109015	39	10	419365	0.22291	0.4118	RP11-944C7.1
ENSG00000140025	14	90261013	90421121	618	54	407581	-1.0977	0.86383	EFCAB11
ENSG00000042088	14	90421283	90511106	388	25	403218	-0.32831	0.62866	TDP1
ENSG00000152315	14	90528109	90652201	546	45	411570	-0.35096	0.63719	KCNK13
ENSG00000100764	14	90722839	90738968	84	4	350884	0.2995	0.38228	PSMC1
ENSG00000119720	14	90742580	90798481	189	29	395337	-0.41836	0.66216	NRDE2
ENSG00000198668	14	90862846	90874605	42	12	399502	-0.27253	0.60739	CALM1
ENSG00000165914	14	91006932	91282823	1060	85	406802	-1.0329	0.84917	TTC7B
ENSG00000100784	14	91336799	91526980	672	50	400355	0.32309	0.37331	RPS6KA5
ENSG00000133943	14	91526677	91691976	627	73	390227	-1.1938	0.88372	C14orf159
ENSG00000119714	14	91698876	91720269	103	15	405982	2.2784	0.011353	GPR68
ENSG00000258875	14	91709103	91717426	45	9	434396	2.3133	0.010353	CTD-2547L24.3
ENSG00000015133	14	91737667	91884188	645	89	393948	1.3391	0.090261	CCDC88C
ENSG00000100796	14	91923955	91976898	187	21	385663	0.81274	0.20818	SMEK1
ENSG00000268657	14	92038788	92041383	11	5	392232	-0.29577	0.6163	AL133373.1
ENSG00000133962	14	92047040	92247051	804	71	375589	-0.97912	0.83624	CATSPERB
ENSG00000165929	14	92246095	92333880	218	23	411686	0.64073	0.26085	TC2N
ENSG00000140092	14	92335756	92414331	349	44	376892	0.63303	0.26336	FBLN5
ENSG00000100815	14	92432335	92507240	241	30	397491	0.24257	0.40417	TRIP11
ENSG00000066427	14	92524896	92572965	277	9	401654	1.7953	0.0363	ATXN3
ENSG00000183648	14	92582466	92588261	52	7	357330	-0.91079	0.8188	NDUFB1
ENSG00000165934	14	92588281	92630755	147	20	402097	-1.3572	0.91264	CPSF2
ENSG00000140090	14	92788925	92962596	978	77	405920	6.9527	1.7922e-12	SLC24A4
ENSG00000100599	14	92980118	93155339	764	97	383164	2.6356	0.0041988	RIN3
ENSG00000100600	14	93170152	93215047	129	32	390971	1.7991	0.036	LGMN
ENSG00000066455	14	93260576	93306308	251	21	404487	1.1765	0.11969	GOLGA5
ENSG00000100604	14	93389425	93401638	61	16	408980	1.016	0.15481	CHGA
ENSG00000100605	14	93403259	93582665	672	45	414361	-0.41808	0.66205	ITPK1
ENSG00000165943	14	93648541	93651273	12	8	390532	-1.5951	0.94466	MOAP1
ENSG00000153485	14	93651296	93653434	6	4	406838	1.2569	0.10439	TMEM251
ENSG00000259066	14	93651318	93684932	105	23	405252	-0.77858	0.78189	RP11-371E8.4
ENSG00000170270	14	93669239	93673439	4	2	439884	-0.84177	0.80004	C14orf142
ENSG00000012963	14	93673401	93695561	94	18	395411	-0.14264	0.55671	UBR7
ENSG00000011114	14	93703896	93799438	418	37	416280	0.82118	0.20577	BTBD7
ENSG00000133958	14	93799565	94174222	1137	39	411625	1.0478	0.14736	UNC79
ENSG00000187581	14	93813537	93814702	9	3	450490	0.51661	0.30271	COX8C
ENSG00000175785	14	94184644	94254827	266	60	360443	-0.55542	0.7107	PRIMA1
ENSG00000140067	14	94385240	94395954	39	9	387550	0.79551	0.21316	FAM181A
ENSG00000100628	14	94400499	94443137	192	36	388519	0.52722	0.29902	ASB2
ENSG00000258987	14	94405901	94410475	18	6	417216	1.2996	0.09687	RP11-131H24.4
ENSG00000089723	14	94492675	94515276	113	18	413567	-0.18433	0.57312	OTUB2
ENSG00000089737	14	94517266	94547591	156	21	386457	-1.2082	0.88651	DDX24
ENSG00000165948	14	94547628	94570192	124	17	418358	-0.1806	0.57166	IFI27L1
ENSG00000165949	14	94571182	94583033	62	20	363278	-0.16716	0.56638	IFI27
ENSG00000119632	14	94594116	94596590	7	4	420034	-1.4411	0.92522	IFI27L2
ENSG00000119698	14	94612465	94746072	434	37	403441	-0.38604	0.65027	PPP4R4
ENSG00000140093	14	94749650	94759608	46	14	414730	-0.37615	0.6466	SERPINA10
ENSG00000170099	14	94770585	94789731	96	19	426759	1.0471	0.14753	SERPINA6
ENSG00000197249	14	94843084	94857030	82	26	425521	2.0264	0.021362	SERPINA1
ENSG00000186910	14	94908801	94919127	64	17	382501	0.19792	0.42155	SERPINA11
ENSG00000170054	14	94929054	94946026	104	29	418568	-0.54682	0.70775	SERPINA9
ENSG00000165953	14	94953611	94984181	182	41	409555	-1.4932	0.93231	SERPINA12
ENSG00000100665	14	95027428	95036250	44	9	424068	-1.4511	0.92663	SERPINA4
ENSG00000188488	14	95027779	95059457	216	31	417314	-1.1321	0.87121	SERPINA5
ENSG00000273259	14	95058395	95090983	195	33	396227	-1.1233	0.86935	RP11-986E7.7
ENSG00000196136	14	95078714	95090392	52	21	377889	-0.058288	0.52324	SERPINA3
ENSG00000133937	14	95234553	95236562	5	2	431978	-0.070492	0.5281	GSC
ENSG00000100697	14	95552565	95624347	170	33	389998	-0.37672	0.64681	DICER1
ENSG00000165959	14	95648277	95786243	649	68	409091	-1.8084	0.96473	CLMN
ENSG00000176438	14	95883831	95942173	403	64	384918	-1.8339	0.96666	SYNE3
ENSG00000258572	14	95982473	95984248	10	4	362129	-0.052545	0.52095	RP11-1070N10.3
ENSG00000182512	14	95999840	96011061	47	13	438331	1.5362	0.062241	GLRX5
ENSG00000213231	14	96152754	96158980	41	15	344898	0.43244	0.33271	TCL1B
ENSG00000100721	14	96176304	96180533	15	5	399829	0.15944	0.43666	TCL1A
ENSG00000227051	14	96505661	96560417	287	27	387549	0.9091	0.18165	C14orf132
ENSG00000168398	14	96671016	96710666	196	41	385252	0.35864	0.35993	BDKRB2
ENSG00000258691	14	96671181	96730266	293	43	382938	0.07954	0.4683	RP11-404P21.8
ENSG00000100739	14	96722161	96735304	81	21	338453	-0.97181	0.83443	BDKRB1
ENSG00000258729	14	96741383	96743060	1	1	453691	0.87817	0.18993	DKFZP434O1614
ENSG00000066739	14	96747595	96830207	214	24	390604	0.97452	0.1649	ATG2B
ENSG00000100744	14	96829814	96853625	42	9	364774	-0.070632	0.52815	GSKIP
ENSG00000140057	14	96858448	96955764	326	39	381938	1.2247	0.11034	AK7
ENSG00000090060	14	96967770	97033448	134	18	382293	0.99367	0.16019	PAPOLA
ENSG00000100749	14	97263641	97398059	456	42	416439	0.70826	0.23939	VRK1
ENSG00000258869	14	98215601	98230326	69	14	324581	1.3808	0.083669	RP11-204N11.1
ENSG00000246223	14	98391947	98444461	281	32	418104	0.17841	0.4292	C14orf64
ENSG00000176605	14	99177950	99184098	22	11	427627	-1.3757	0.91554	C14orf177
ENSG00000127152	14	99635624	99737861	322	49	377025	0.95322	0.17024	BCL11B
ENSG00000183576	14	99864083	99947216	130	14	385425	-0.141	0.55607	SETD3
ENSG00000090061	14	99947506	100001381	115	21	377067	-0.26808	0.60568	CCNK
ENSG00000205476	14	99977603	100070363	456	32	376124	-1.1495	0.87484	CCDC85C
ENSG00000182218	14	100111447	100146906	154	23	348735	1.0285	0.15186	HHIPL1
ENSG00000036530	14	100150641	100193638	138	22	419452	0.67635	0.24941	CYP46A1
ENSG00000066629	14	100204030	100408397	758	64	397280	0.51986	0.30158	EML1
ENSG00000196405	14	100437786	100610573	602	47	407125	-1.1093	0.86634	EVL
ENSG00000168350	14	100612756	100626500	47	11	431064	0.47365	0.31788	DEGS2
ENSG00000100811	14	100704635	100749129	127	18	398919	-0.33796	0.6323	YY1
ENSG00000197119	14	100757448	100772884	43	11	375482	0.036224	0.48555	SLC25A29
ENSG00000140107	14	100789674	100796715	39	13	371110	-0.36415	0.64213	SLC25A47
ENSG00000140105	14	100800125	100843142	196	18	378667	-0.96444	0.83259	WARS
ENSG00000176473	14	100842755	100996640	378	48	374306	-1.9908	0.97675	WDR25
ENSG00000183092	14	101003486	101053750	197	35	373011	-0.48743	0.68702	BEGAIN
ENSG00000185559	14	101192042	101201539	31	14	370026	1.1782	0.11937	DLK1
ENSG00000254656	14	101346992	101351184	12	8	427342	-1.3936	0.91828	RTL1
ENSG00000269375	14	101359265	101360646	4	2	425071	-0.61989	0.73233	AL117190.3
ENSG00000197406	14	102027688	102029789	3	2	407376	0.70867	0.23927	DIO3
ENSG00000258512	14	102196774	102198859	7	1	450878	-0.67169	0.74911	RP11-796G6.2
ENSG00000078304	14	102228135	102394326	617	62	401491	-1.0967	0.86361	PPP2R5C
ENSG00000197102	14	102430865	102517129	247	35	406823	-0.94048	0.82652	DYNC1H1
ENSG00000080824	14	102547075	102606036	182	26	378678	0.98027	0.16348	HSP90AA1
ENSG00000140153	14	102605840	102691184	269	31	388193	2.2702	0.011597	WDR20
ENSG00000080823	14	102690837	102771537	254	20	413324	1.3149	0.094277	MOK
ENSG00000022976	14	102783714	102809044	78	20	410368	3.0737	0.001057	ZNF839
ENSG00000100865	14	102808956	102829253	44	19	348880	1.7389	0.041028	CINP
ENSG00000196663	14	102829300	102968818	533	23	393964	0.69671	0.24299	TECPR2
ENSG00000156381	14	102973179	102976136	8	2	436866	1.1702	0.12095	ANKRD9
ENSG00000089902	14	103058998	103196913	452	28	394215	1.0066	0.15705	RCOR1
ENSG00000131323	14	103243813	103377837	493	33	398069	1.3308	0.091632	TRAF3
ENSG00000166126	14	103388993	103399933	35	16	335511	-0.67569	0.75038	AMN
ENSG00000198752	14	103398716	103523799	394	46	395262	0.23323	0.40779	CDC42BPB
ENSG00000205436	14	103566481	103576896	53	14	310530	1.0998	0.13571	EXOC3L4
ENSG00000185215	14	103589779	103603776	48	14	312937	0.98047	0.16343	TNFAIP2
ENSG00000100664	14	103799881	103811362	37	11	390124	-1.4494	0.92639	EIF5
ENSG00000075413	14	103851729	103970168	382	19	395819	1.2841	0.099548	MARK3
ENSG00000166165	14	103985996	103989448	6	2	441256	1.8416	0.032767	CKB
ENSG00000166166	14	103995521	104003410	23	6	440524	1.1209	0.13117	TRMT61A
ENSG00000166170	14	104022881	104029168	14	4	408605	1.1479	0.12551	BAG5
ENSG00000126214	14	104028233	104167888	492	38	399487	1.8067	0.035406	KLC1
ENSG00000256053	14	104029299	104073860	159	22	371518	1.5346	0.062435	APOPT1
ENSG00000256500	14	104029299	104152261	422	35	398212	1.7706	0.038315	RP11-73M18.2
ENSG00000126215	14	104163946	104181841	60	14	409452	0.78387	0.21656	XRCC3
ENSG00000224997	14	104177607	104179149	3	2	414500	-0.71108	0.76148	AL049840.1
ENSG00000100711	14	104182067	104200005	66	20	398141	-0.14047	0.55586	ZFYVE21
ENSG00000088808	14	104200089	104313927	381	24	401662	-0.65431	0.74354	PPP1R13B
ENSG00000156411	14	104378625	104394606	91	14	375079	0.13521	0.44622	C14orf2
ENSG00000156414	14	104394799	104519004	544	25	411525	0.25299	0.40014	TDRD9
ENSG00000227729	14	104406763	104408645	8	3	447556	-0.005024	0.502	RD3L
ENSG00000166183	14	104552016	104579098	116	23	366743	-0.39944	0.65521	ASPG
ENSG00000066735	14	104605060	104647231	236	44	317942	0.013331	0.49468	KIF26A
ENSG00000228032	14	104710541	104712473	6	3	350274	-0.022102	0.50882	C14orf144
ENSG00000258986	14	104941015	105071984	728	64	371497	0.40406	0.34308	TMEM179
ENSG00000184601	14	105046021	105056852	45	12	391003	-1.3119	0.90522	C14orf180
ENSG00000203485	14	105155943	105185942	162	28	382332	2.3278	0.0099606	INF2
ENSG00000185100	14	105190523	105213662	98	20	391815	2.1991	0.013934	ADSSL1
ENSG00000184990	14	105219437	105234831	55	13	388347	2.0708	0.019191	SIVA1
ENSG00000142208	14	105235686	105262088	110	31	350791	0.58841	0.27813	AKT1
ENSG00000179627	14	105266933	105271049	13	6	360521	-0.29052	0.61429	ZBTB42
ENSG00000099814	14	105331617	105363107	183	22	339877	-0.27208	0.60722	CEP170B
ENSG00000166428	14	105391153	105399574	37	6	418144	0.82582	0.20445	PLD4
ENSG00000185567	14	105403581	105444694	347	34	225680	-0.12328	0.54906	AHNAK2
ENSG00000140104	14	105452112	105476819	128	20	390138	-0.4212	0.6632	C14orf79
ENSG00000170779	14	105475910	105487485	72	7	422677	-0.19351	0.57672	CDCA4
ENSG00000183484	14	105515728	105531782	37	8	410477	-0.68066	0.75196	GPR132
ENSG00000184916	14	105607318	105635161	92	18	317878	-0.7126	0.76195	JAG2
ENSG00000183828	14	105639275	105647660	23	4	422380	-0.13342	0.55307	NUDT14
ENSG00000185024	14	105675623	105781926	388	24	339906	-0.14475	0.55754	BRF1
ENSG00000184887	14	105714827	105717430	9	4	293678	-0.18234	0.57234	BTBD6
ENSG00000179364	14	105766900	105864484	92	44	171504	0.46232	0.32192	PACS2
ENSG00000226174	14	105864916	105916443	81	22	171238	1.8392	0.03294	TEX22
ENSG00000182979	14	105886159	105937066	99	31	205425	2.1698	0.015011	MTA1
ENSG00000182809	14	105939299	105946499	9	6	183304	0.52783	0.29881	CRIP2
ENSG00000213145	14	105952654	105955284	10	4	323866	1.1833	0.11835	CRIP1
ENSG00000257341	14	105953536	105958604	13	7	282222	0.66897	0.25176	CRIP1
ENSG00000185347	14	105956192	105965912	42	19	230842	2.1449	0.015979	C14orf80
ENSG00000184986	14	105992940	105996539	5	2	412972	1.842	0.032738	TMEM121
ENSG00000226777	14	106383838	106391825	6	1	68907	-0.21312	0.58438	KIAA0125
ENSG00000182974	15	22368478	22369561	1	1	387105	-0.27645	0.6089	OR4M2
ENSG00000183706	15	22382382	22383507	2	1	387105	0.89778	0.18465	OR4N4
ENSG00000197414	15	22736246	22746002	2	1	16914	-0.28019	0.61034	GOLGA6L1
ENSG00000153575	15	22833395	22873892	159	15	387029	-0.84606	0.80124	TUBGCP5
ENSG00000068793	15	22892005	23006016	529	75	364350	-0.074921	0.52986	CYFIP1
ENSG00000140157	15	23004684	23034427	161	19	377227	-0.90352	0.81687	NIPA2
ENSG00000170113	15	23043277	23100005	243	33	308472	-0.84716	0.80155	NIPA1
ENSG00000261739	15	23599895	23612378	3	1	17477	-0.1609	0.56391	GOLGA8S
ENSG00000174450	15	23684645	23692381	58	6	174157	-0.14546	0.55782	GOLGA6L2
ENSG00000179455	15	23810454	23873064	178	22	374179	0.088412	0.46477	MKRN3
ENSG00000254585	15	23888691	23891175	7	4	364946	-0.039421	0.51572	MAGEL2
ENSG00000182636	15	23930565	23932450	2	1	237101	-0.18182	0.57214	NDN
ENSG00000185823	15	24920541	24928593	30	10	413034	-0.59104	0.72275	NPAP1
ENSG00000128739	15	25068794	25223870	757	111	334731	0.31387	0.37681	SNRPN
ENSG00000273173	15	25200133	25223729	61	15	427585	-0.93075	0.82401	SNURF
ENSG00000214265	15	25200181	25245423	154	24	417739	-1.3205	0.90666	SNURF
ENSG00000114062	15	25582381	25684128	350	33	409511	0.96195	0.16804	UBE3A
ENSG00000206190	15	25922420	26110317	1083	127	395297	-0.42665	0.66518	ATP10A
ENSG00000166206	15	26788693	27184686	1653	142	368196	-0.88461	0.81182	GABRB3
ENSG00000186297	15	27111510	27194354	313	51	290349	-1.1307	0.87092	GABRA5
ENSG00000182256	15	27216429	27778373	1990	194	374583	-0.78326	0.78326	GABRG3
ENSG00000104044	15	28000021	28344504	1319	64	391518	2.415	0.0078681	OCA2
ENSG00000128731	15	28356186	28567298	418	19	350542	0.85868	0.19526	HERC2
ENSG00000188626	15	28947100	28983530	37	3	171502	0.052653	0.479	GOLGA8M
ENSG00000034053	15	29129629	29410518	837	44	375712	-0.87869	0.81022	APBA2
ENSG00000104059	15	29412457	29862927	1827	134	375555	1.3203	0.093361	FAM189A1
ENSG00000185115	15	29560353	29562033	8	3	302907	0.5081	0.30569	NDNL2
ENSG00000104067	15	29991571	30261068	829	68	403666	0.68895	0.24543	TJP1
ENSG00000179938	15	30375158	30385702	7	3	17316	-0.067581	0.52694	GOLGA8J
ENSG00000261247	15	30427352	30437770	9	5	16738	-0.82227	0.79454	GOLGA8T
ENSG00000166664	15	30653443	30686052	13	6	14912	-2.0123	0.9779	CHRFAM7A
ENSG00000186399	15	30695943	30706463	4	2	17477	-1.4453	0.92581	GOLGA8R
ENSG00000178115	15	30844183	30854704	1	1	17477	1.0524	0.1463	GOLGA8Q
ENSG00000261794	15	30896329	30906764	22	6	36679	-0.75735	0.77558	GOLGA8H
ENSG00000187951	15	30916697	31065196	382	20	306089	-0.16445	0.56531	ARHGAP11B
ENSG00000198690	15	31196055	31235311	150	29	413152	-0.93416	0.82489	FAN1
ENSG00000166912	15	31231144	31283810	207	28	408055	-0.4311	0.6668	MTMR10
ENSG00000134160	15	31293264	31453476	722	95	394841	1.4884	0.068328	TRPM1
ENSG00000169926	15	31619058	31727868	378	49	375442	1.5115	0.065329	KLF13
ENSG00000169918	15	31775329	32162992	1580	52	375390	0.62516	0.26593	OTUD7A
ENSG00000175344	15	32322691	32464722	400	55	314602	0.70783	0.23952	CHRNA7
ENSG00000249931	15	32684983	32695396	2	1	17477	-0.24782	0.59786	GOLGA8K
ENSG00000268759	15	32774822	32780287	1	1	16350	-0.60979	0.729	AC135983.2
ENSG00000232653	15	32885657	32896179	4	2	17477	0.91563	0.17993	GOLGA8N
ENSG00000198826	15	32907345	32932150	64	14	194112	1.1823	0.11854	ARHGAP11A
ENSG00000166922	15	32933877	32989299	214	61	395910	0.34332	0.36568	SCG5
ENSG00000166923	15	33010175	33026870	78	16	409865	-0.2734	0.60773	GREM1
ENSG00000248905	15	33057747	33486897	2513	165	402540	0.79486	0.21335	FMN1
ENSG00000198838	15	33603163	34158303	2918	232	391318	-0.5073	0.69403	RYR3
ENSG00000169857	15	34158428	34331377	977	64	370715	0.13638	0.44576	AVEN
ENSG00000184984	15	34260921	34357291	402	29	372234	1.1413	0.12687	CHRM5
ENSG00000134153	15	34376218	34394149	52	11	380586	0.1681	0.43325	EMC7
ENSG00000182405	15	34394274	34396591	1	1	387105	0.0886	0.4647	PGBD4
ENSG00000134152	15	34432875	34502297	286	16	396561	-0.51574	0.69698	KATNBL1
ENSG00000128463	15	34517200	34522357	26	9	405396	0.12793	0.4491	EMC4
ENSG00000140199	15	34525460	34630261	499	27	415479	0.29764	0.38299	SLC12A6
ENSG00000182117	15	34633917	34635378	14	4	448592	0.056193	0.47759	NOP10
ENSG00000184507	15	34635516	34649938	65	20	388692	0.31545	0.37621	NUTM1
ENSG00000176454	15	34651106	34659479	22	9	386962	0.46748	0.32008	LPCAT4
ENSG00000175265	15	34671269	34880704	989	31	74929	-0.48445	0.68597	GOLGA8A
ENSG00000215252	15	34817408	34880704	176	22	225331	-0.51122	0.6954	GOLGA8B
ENSG00000159248	15	35043233	35047166	9	4	441760	0.064486	0.47429	GJD2
ENSG00000159251	15	35080297	35088340	25	13	188835	-0.94372	0.82734	ACTC1
ENSG00000021776	15	35147732	35262040	450	30	393568	-1.2567	0.89558	AQR
ENSG00000198146	15	35270542	35280488	21	8	419348	-0.7858	0.78401	ZNF770
ENSG00000212768	15	35270552	35272268	5	2	440186	0.05128	0.47955	AC114546.1
ENSG00000134146	15	35509546	35838394	999	56	373243	0.19387	0.42314	DPH6
ENSG00000186073	15	36871812	37102449	732	59	419105	0.9582	0.16898	C15orf41
ENSG00000134138	15	37181406	37393504	542	88	397431	1.2681	0.10238	MEIS2
ENSG00000166069	15	38214140	38259925	150	24	406612	0.98032	0.16346	TMCO5A
ENSG00000166068	15	38544527	38649450	410	14	415403	-0.8163	0.79283	SPRED1
ENSG00000171262	15	38746328	38779911	154	23	409653	-0.65844	0.74487	FAM98B
ENSG00000172575	15	38780304	38857776	233	37	387988	-0.15509	0.56162	RASGRP1
ENSG00000175779	15	38988799	38992239	28	8	435823	-0.037461	0.51494	C15orf53
ENSG00000175746	15	39542885	39547046	18	5	382289	-0.76353	0.77743	C15orf54
ENSG00000137801	15	39873280	39891667	41	10	412354	-1.4428	0.92545	THBS1
ENSG00000150667	15	39892232	40075031	783	35	408422	-0.85669	0.80419	FSIP1
ENSG00000166073	15	40091233	40213093	370	47	401319	0.5486	0.29164	GPR176
ENSG00000128829	15	40226347	40327797	369	35	411376	0.26744	0.39456	EIF2AK4
ENSG00000140319	15	40327940	40331389	15	6	446996	1.0543	0.14588	SRP14
ENSG00000104081	15	40380091	40401093	53	17	366383	-0.95184	0.82941	BMF
ENSG00000156970	15	40453224	40513337	112	15	396589	0.19759	0.42168	BUB1B
ENSG00000259288	15	40509629	40568597	201	53	346730	-0.13997	0.55566	RP11-133K1.2
ENSG00000137843	15	40509629	40569688	205	55	342670	-0.14874	0.55912	PAK6
ENSG00000176753	15	40542865	40545170	9	2	408767	0.73361	0.23159	C15orf56
ENSG00000137841	15	40570377	40600136	100	26	375480	1.1756	0.11988	PLCB2
ENSG00000230778	15	40573645	40574787	1	1	446397	0.85005	0.19765	ANKRD63
ENSG00000188549	15	40623653	40633168	33	12	404391	-0.33647	0.63174	C15orf52
ENSG00000233041	15	40643234	40648635	20	8	394593	-0.11685	0.54651	PHGR1
ENSG00000140323	15	40650436	40663257	40	13	426848	-0.11555	0.54599	DISP2
ENSG00000128944	15	40674922	40686447	38	7	450983	0.44654	0.3276	KNSTRN
ENSG00000128928	15	40697686	40728146	114	17	396055	0.52163	0.30097	IVD
ENSG00000140320	15	40731920	40760441	48	17	373903	-0.2286	0.59041	BAHD1
ENSG00000169105	15	40763160	40765353	1	1	456787	-0.54733	0.70792	CHST14
ENSG00000128891	15	40820882	40857256	135	17	406198	-0.55826	0.71167	C15orf57
ENSG00000166133	15	40861499	40866659	19	9	429476	-0.48929	0.68768	RPUSD2
ENSG00000137812	15	40886218	40956540	193	24	403261	0.10593	0.45782	CASC5
ENSG00000051180	15	40986972	41024354	113	16	406387	-0.25378	0.60017	RAD51
ENSG00000137824	15	41028082	41048049	48	11	406104	-0.2481	0.59797	RMDN3
ENSG00000137880	15	41056218	41059906	4	2	434453	1.6628	0.048176	GCHFR
ENSG00000104129	15	41060067	41099675	101	19	395188	0.51861	0.30202	DNAJC17
ENSG00000188277	15	41062159	41064643	5	3	411644	1.5742	0.057716	C15orf62
ENSG00000166140	15	41099284	41106767	32	8	422841	-0.24844	0.5981	ZFYVE19
ENSG00000166143	15	41107650	41120907	35	10	401811	-1.0611	0.85568	PPP1R14D
ENSG00000166145	15	41136216	41150405	54	10	406030	0.9538	0.17009	SPINT1
ENSG00000104140	15	41164412	41166487	4	2	312121	0.47999	0.31562	RHOV
ENSG00000104142	15	41186628	41196173	34	7	366093	1.5835	0.056658	VPS18
ENSG00000128917	15	41221538	41231237	28	12	410441	0.06627	0.47358	DLL4
ENSG00000128965	15	41245160	41248710	18	10	372401	-0.3638	0.642	CHAC1
ENSG00000128908	15	41271078	41408552	538	19	392990	-0.64755	0.74136	INO80
ENSG00000178997	15	41474923	41522941	278	21	402986	-0.46071	0.6775	EXD1
ENSG00000187446	15	41523037	41574043	177	26	406387	0.75599	0.22483	CHP1
ENSG00000104147	15	41601466	41624819	89	15	372864	0.039523	0.48424	OIP5
ENSG00000137804	15	41624892	41673248	142	24	374028	-0.43586	0.66853	NUSAP1
ENSG00000137806	15	41679551	41694717	40	10	380240	-0.065847	0.52625	NDUFAF1
ENSG00000137815	15	41700606	41775761	224	31	397728	-0.38236	0.6489	RTF1
ENSG00000137825	15	41785591	41795747	40	11	418555	0.62527	0.2659	ITPKA
ENSG00000062524	15	41795836	41806085	41	15	359449	-0.65008	0.74218	LTK
ENSG00000103932	15	41809374	41836467	120	20	432315	0.44106	0.32958	RPAP1
ENSG00000092445	15	41849873	41871536	62	18	387124	0.17243	0.43155	TYRO3
ENSG00000174197	15	41913422	42062141	392	35	406737	1.438	0.075217	MGA
ENSG00000137802	15	42066632	42120053	132	29	404958	0.41801	0.33797	MAPKBP1
ENSG00000268632	15	42073346	42076229	12	5	423098	2.059	0.019746	AC073657.1
ENSG00000243789	15	42120283	42129779	49	11	440401	0.39843	0.34516	JMJD7
ENSG00000243708	15	42120283	42140345	101	19	426308	1.3191	0.093568	PLA2G4B
ENSG00000168970	15	42120293	42140353	101	19	426308	1.3191	0.093568	JMJD7-PLA2G4B
ENSG00000137877	15	42140345	42186275	199	43	398264	0.75443	0.22529	SPTBN5
ENSG00000103966	15	42190950	42264776	257	34	392596	-1.7446	0.95947	EHD4
ENSG00000188089	15	42273780	42343388	410	43	395645	-0.1476	0.55867	PLA2G4E
ENSG00000159337	15	42359207	42386752	165	15	421538	-0.5256	0.70042	PLA2G4D
ENSG00000168907	15	42433332	42448839	81	24	404048	0.086934	0.46536	PLA2G4F
ENSG00000166887	15	42450899	42500514	191	26	396285	1.09	0.13786	VPS39
ENSG00000103978	15	42502730	42565861	253	26	394991	0.25593	0.399	TMEM87A
ENSG00000214013	15	42565431	42645864	485	26	410627	0.80367	0.21079	GANC
ENSG00000092529	15	42640301	42704516	366	31	399276	0.87884	0.18974	CAPN3
ENSG00000103994	15	42705021	42783321	269	35	408353	0.82075	0.20589	ZNF106
ENSG00000092531	15	42783431	42837547	182	26	389702	1.3974	0.081151	SNAP23
ENSG00000180979	15	42834720	42841000	22	5	373909	1.5243	0.063712	LRRC57
ENSG00000137814	15	42841008	42862192	88	17	382906	1.7301	0.041802	HAUS2
ENSG00000159433	15	42867857	43013179	404	48	396836	2.0358	0.020886	STARD9
ENSG00000140326	15	43015757	43029324	53	13	412535	1.9278	0.026941	CDAN1
ENSG00000128881	15	43030932	43213007	502	62	386009	-0.52459	0.70007	TTBK2
ENSG00000159459	15	43235095	43398311	372	39	386192	-0.57579	0.71762	UBR1
ENSG00000166947	15	43398423	43513481	289	45	380161	0.51533	0.30316	EPB42
ENSG00000137842	15	43415477	43477344	146	37	371644	0.32444	0.3728	TMEM62
ENSG00000166946	15	43477316	43487396	22	10	413953	0.16826	0.43319	CCNDBP1
ENSG00000104055	15	43524793	43559055	118	25	410119	0.74914	0.22689	TGM5
ENSG00000159495	15	43568478	43594453	84	22	381786	1.0503	0.14678	TGM7
ENSG00000168806	15	43619974	43622803	9	5	384266	0.42518	0.33535	LCMT2
ENSG00000168803	15	43622872	43646096	84	16	422826	1.2646	0.103	ADAL
ENSG00000140265	15	43650370	43663223	40	9	393349	0.86428	0.19372	ZSCAN29
ENSG00000137822	15	43661419	43699293	92	16	412522	1.0751	0.14117	TUBGCP4
ENSG00000067369	15	43699407	43802926	304	23	409945	1.528	0.06326	TP53BP1
ENSG00000166963	15	43803156	43823818	41	16	413673	2.9313	0.0016877	MAP1A
ENSG00000168781	15	43825660	43882430	64	16	368352	1.0689	0.14256	PPIP5K1
ENSG00000237289	15	43885252	43897099	31	6	404255	0.4601	0.32272	CKMT1B
ENSG00000242866	15	43891596	44010458	226	25	293626	0.90277	0.18332	STRC
ENSG00000166762	15	43920701	43960316	114	16	286031	1.1187	0.13163	CATSPER2
ENSG00000223572	15	43985084	43991420	7	3	431150	1.7129	0.043366	CKMT1A
ENSG00000167004	15	44038590	44065477	63	15	395604	2.073	0.019086	PDIA3
ENSG00000128886	15	44064798	44069741	13	6	411913	0.29053	0.3857	ELL3
ENSG00000262560	15	44064815	44091331	69	19	408829	1.9174	0.027592	RP11-296A16.1
ENSG00000140264	15	44069285	44094787	66	18	408602	2.2794	0.011323	SERF2
ENSG00000268488	15	44075041	44075231	2	1	272642	0.55263	0.29026	AC018512.1
ENSG00000184716	15	44086360	44092419	11	6	390971	1.0083	0.15665	SERINC4
ENSG00000242028	15	44088340	44095241	15	8	420832	1.6476	0.049717	HYPK
